timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-18T05:03:36,codecarbon,,e9789282-fa4e-48d7-9684-6d1bfd70210a,2.7761545421089977,,,,,10.0,,,2.7941029984503984e-07,,United States,USA,california,,,macOS-10.16-x86_64-i386-64bit,3.10.13,3.0.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,-122.2644,37.8075,16.0,machine,N,1.0
2025-06-18T05:04:11,codecarbon,,035b5507-5bcf-494e-9c38-a7fb2860b06c,2.9711353899911046,,,,,10.0,,,2.9328398328895373e-07,,United States,USA,california,,,macOS-10.16-x86_64-i386-64bit,3.10.13,3.0.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,-122.2644,37.8075,16.0,machine,N,1.0
2025-06-18T05:07:04,codecarbon,,e9789282-fa4e-48d7-9684-6d1bfd70210a,2.7945963540114462,,,,,10.0,,,2.690697690316787e-07,,United States,USA,california,,,macOS-10.16-x86_64-i386-64bit,3.10.13,3.0.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,-122.2644,37.8075,16.0,machine,N,1.0
2025-06-18T05:10:11,codecarbon,71b9b3de-7582-48ed-b8a3-e745c8055ab2,e9789282-fa4e-48d7-9684-6d1bfd70210a,2.7767906899098307,,,,,10.0,,,2.6407774680087134e-07,,United States,USA,california,,,macOS-10.16-x86_64-i386-64bit,3.10.13,3.0.2,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,-122.2644,37.8075,16.0,machine,N,1.0
